time,ia,ib,ic,vthev_a,v_a,v_n, omega,torque,theta_com, theta_e
0.29335,0.000,1.298,-1.298,12.000,0.252,0.484,-3.5816,0.7845,18.4317,0.1978
0.29340,0.000,1.317,-1.317,12.000,0.251,0.484,-3.5738,0.7953,18.4349,0.1976
0.29345,0.000,1.335,-1.335,12.000,0.249,0.483,-3.5659,0.8061,18.4380,0.1975
0.29350,0.000,1.354,-1.354,12.000,0.247,0.482,-3.5579,0.8167,18.4411,0.1973
0.29355,0.000,1.372,-1.372,12.000,0.246,0.482,-3.5498,0.8272,18.4443,0.1971
0.29360,0.000,1.390,-1.390,12.000,0.245,0.482,-3.5416,0.8375,18.4474,0.1969
0.29365,0.000,1.408,-1.408,12.000,0.243,0.481,-3.5333,0.8478,18.4506,0.1967
0.29370,0.000,1.425,-1.425,12.000,0.242,0.481,-3.5249,0.8579,18.4537,0.1966
0.29375,0.000,1.442,-1.442,12.000,0.240,0.480,-3.5164,0.8679,18.4569,0.1964
0.29380,0.000,1.460,-1.460,12.000,0.239,0.480,-3.5078,0.8778,18.4600,0.1962
0.29385,0.000,1.477,-1.477,12.000,0.238,0.479,-3.4991,0.8875,18.4631,0.1960
0.29390,0.000,1.493,-1.493,12.000,0.236,0.479,-3.4903,0.8971,18.4663,0.1959
0.29395,0.000,1.510,-1.510,12.000,0.235,0.478,-3.4813,0.9066,18.4694,0.1957
0.29400,0.000,1.526,-1.526,12.000,0.234,0.478,-3.4723,0.9160,18.4726,0.1955
0.29405,0.000,1.542,-1.542,12.000,0.233,0.478,-3.4633,0.9252,18.4757,0.1953
0.29410,0.000,1.558,-1.558,12.000,0.232,0.477,-3.4541,0.9344,18.4788,0.1952
0.29415,0.000,1.574,-1.574,12.000,0.230,0.477,-3.4448,0.9433,18.4820,0.1950
0.29420,0.000,1.590,-1.590,12.000,0.229,0.476,-3.4354,0.9522,18.4851,0.1948
0.29425,0.000,1.605,-1.605,12.000,0.228,0.476,-3.4260,0.9609,18.4883,0.1947
0.29430,0.000,1.620,-1.620,12.000,0.227,0.476,-3.4164,0.9695,18.4914,0.1945
0.29435,0.000,1.635,-1.635,12.000,0.226,0.475,-3.4068,0.9780,18.4946,0.1943
0.29440,0.000,1.650,-1.650,12.000,0.225,0.475,-3.3971,0.9864,18.4977,0.1941
0.29445,0.000,1.664,-1.664,12.000,0.224,0.475,-3.3873,0.9946,18.5008,0.1940
0.29450,0.000,1.679,-1.679,12.000,0.223,0.474,-3.3774,1.0027,18.5040,0.1938
0.29455,0.000,1.693,-1.693,12.000,0.222,0.474,-3.3674,1.0106,18.5071,0.1936
0.29460,0.000,1.707,-1.707,12.000,0.221,0.474,-3.3574,1.0185,18.5103,0.1935
0.29465,0.000,1.720,-1.720,12.000,0.220,0.473,-3.3473,1.0262,18.5134,0.1933
0.29470,0.000,1.734,-1.734,12.000,0.220,0.473,-3.3371,1.0338,18.5165,0.1931
0.29475,0.000,1.747,-1.747,12.000,0.219,0.473,-3.3268,1.0412,18.5197,0.1930
0.29480,0.000,1.760,-1.760,12.000,0.218,0.473,-3.3165,1.0485,18.5228,0.1928
0.29485,0.000,1.773,-1.773,12.000,0.217,0.472,-3.3060,1.0557,18.5260,0.1926
0.29490,0.000,1.785,-1.785,12.000,0.216,0.472,-3.2956,1.0628,18.5291,0.1925
0.29495,0.000,1.798,-1.798,12.000,0.216,0.472,-3.2850,1.0697,18.5323,0.1923
0.29500,0.000,1.810,-1.810,12.000,0.215,0.472,-3.2744,1.0765,18.5354,0.1921
0.29505,0.000,1.822,-1.822,12.000,0.214,0.471,-3.2637,1.0832,18.5385,0.1920
0.29510,0.000,1.834,-1.834,12.000,0.214,0.471,-3.2529,1.0897,18.5417,0.1918
0.29515,0.000,1.845,-1.845,12.000,0.213,0.471,-3.2421,1.0961,18.5448,0.1916
0.29520,0.000,1.857,-1.857,12.000,0.213,0.471,-3.2312,1.1024,18.5480,0.1915
0.29525,0.000,1.868,-1.868,12.000,0.212,0.471,-3.2202,1.1086,18.5511,0.1913
0.29530,0.000,1.879,-1.879,12.000,0.212,0.471,-3.2092,1.1146,18.5542,0.1912
0.29535,0.000,1.890,-1.890,12.000,0.211,0.470,-3.1981,1.1205,18.5574,0.1910
0.29540,0.000,1.900,-1.900,12.000,0.211,0.470,-3.1870,1.1263,18.5605,0.1908
0.29545,0.000,1.910,-1.910,12.000,0.210,0.470,-3.1758,1.1319,18.5637,0.1907
0.29550,0.000,1.920,-1.920,12.000,0.210,0.470,-3.1645,1.1374,18.5668,0.1905
0.29555,0.000,1.930,-1.930,12.000,0.209,0.470,-3.1532,1.1428,18.5700,0.1904
0.29560,0.000,1.940,-1.940,12.000,0.209,0.470,-3.1419,1.1480,18.5731,0.1902
0.29565,0.000,1.949,-1.949,12.000,0.209,0.470,-3.1305,1.1532,18.5762,0.1901
0.29570,0.000,1.959,-1.959,12.000,0.208,0.469,-3.1190,1.1581,18.5794,0.1899
0.29575,0.000,1.968,-1.968,12.000,0.208,0.469,-3.1075,1.1630,18.5825,0.1897
0.29580,0.000,1.976,-1.976,12.000,0.208,0.469,-3.0959,1.1677,18.5857,0.1896
0.29585,0.000,1.985,-1.985,12.000,0.208,0.469,-3.0843,1.1724,18.5888,0.1894
0.29590,0.000,1.993,-1.993,12.000,0.207,0.469,-3.0727,1.1768,18.5919,0.1893
0.29595,0.000,2.001,-2.001,12.000,0.207,0.469,-3.0610,1.1812,18.5951,0.1891
0.29600,0.000,2.009,-2.009,12.000,0.207,0.469,-3.0492,1.1854,18.5982,0.1890
0.29605,0.000,2.017,-2.017,12.000,0.207,0.469,-3.0374,1.1895,18.6014,0.1888
0.29610,0.000,2.025,-2.025,12.000,0.207,0.469,-3.0256,1.1935,18.6045,0.1887
0.29615,0.000,2.032,-2.032,12.000,0.207,0.469,-3.0138,1.1973,18.6077,0.1885
0.29620,0.000,2.039,-2.039,12.000,0.207,0.469,-3.0019,1.2011,18.6108,0.1884
0.29625,0.000,2.046,-2.046,12.000,0.207,0.469,-2.9899,1.2047,18.6139,0.1882
0.29630,0.000,2.053,-2.053,12.000,0.207,0.469,-2.9779,1.2081,18.6171,0.1881
0.29635,0.000,2.059,-2.059,12.000,0.207,0.469,-2.9659,1.2115,18.6202,0.1879
0.29640,0.000,2.065,-2.065,12.000,0.207,0.469,-2.9539,1.2147,18.6234,0.1878
0.29645,0.000,2.071,-2.071,12.000,0.207,0.469,-2.9418,1.2178,18.6265,0.1876
0.29650,0.000,2.077,-2.077,12.000,0.207,0.469,-2.9297,1.2208,18.6296,0.1875
0.29655,0.000,2.083,-2.083,12.000,0.207,0.469,-2.9176,1.2236,18.6328,0.1873
0.29660,0.000,2.088,-2.088,12.000,0.207,0.469,-2.9054,1.2263,18.6359,0.1872
0.29665,0.000,2.094,-2.094,12.000,0.207,0.469,-2.8932,1.2289,18.6391,0.1870
0.29670,0.000,2.099,-2.099,12.000,0.207,0.469,-2.8810,1.2314,18.6422,0.1869
0.29675,0.000,2.103,-2.103,12.000,0.208,0.469,-2.8687,1.2338,18.6454,0.1867
0.29680,0.000,2.108,-2.108,12.000,0.208,0.469,-2.8565,1.2360,18.6485,0.1866
0.29685,0.000,2.112,-2.112,12.000,0.208,0.469,-2.8442,1.2381,18.6516,0.1865
0.29690,0.000,2.117,-2.117,12.000,0.208,0.469,-2.8319,1.2401,18.6548,0.1863
0.29695,0.000,2.121,-2.121,12.000,0.209,0.470,-2.8195,1.2420,18.6579,0.1862
0.29700,0.000,2.124,-2.124,12.000,0.209,0.470,-2.8072,1.2437,18.6611,0.1860
0.29705,0.000,2.128,-2.128,12.000,0.209,0.470,-2.7948,1.2454,18.6642,0.1859
0.29710,0.000,2.131,-2.131,12.000,0.210,0.470,-2.7824,1.2469,18.6673,0.1858
0.29715,0.000,2.134,-2.134,12.000,0.210,0.470,-2.7701,1.2483,18.6705,0.1856
0.29720,0.000,2.137,-2.137,12.000,0.210,0.470,-2.7576,1.2495,18.6736,0.1855
0.29725,0.000,2.140,-2.140,12.000,0.211,0.470,-2.7452,1.2507,18.6768,0.1853
0.29730,0.000,2.143,-2.143,12.000,0.211,0.470,-2.7328,1.2517,18.6799,0.1852
0.29735,0.000,2.145,-2.145,12.000,0.212,0.471,-2.7203,1.2527,18.6831,0.1851
0.29740,0.000,2.147,-2.147,12.000,0.212,0.471,-2.7079,1.2535,18.6862,0.1849
0.29745,0.000,2.149,-2.149,12.000,0.213,0.471,-2.6954,1.2542,18.6893,0.1848
0.29750,0.000,2.151,-2.151,12.000,0.213,0.471,-2.6830,1.2547,18.6925,0.1847
0.29755,0.000,2.153,-2.153,12.000,0.214,0.471,-2.6705,1.2552,18.6956,0.1845
0.29760,0.000,2.154,-2.154,12.000,0.214,0.471,-2.6580,1.2555,18.6988,0.1844
0.29765,0.000,2.155,-2.155,12.000,0.215,0.472,-2.6455,1.2558,18.7019,0.1843
0.29770,0.000,2.156,-2.156,12.000,0.215,0.472,-2.6330,1.2559,18.7050,0.1841
0.29775,0.000,2.157,-2.157,12.000,0.216,0.472,-2.6206,1.2559,18.7082,0.1840
0.29780,0.000,2.157,-2.157,12.000,0.217,0.472,-2.6081,1.2558,18.7113,0.1839
0.29785,0.000,2.158,-2.158,12.000,0.217,0.472,-2.5956,1.2556,18.7145,0.1837
0.29790,0.000,2.158,-2.158,12.000,0.218,0.473,-2.5831,1.2552,18.7176,0.1836
0.29795,0.000,2.158,-2.158,12.000,0.219,0.473,-2.5706,1.2548,18.7208,0.1835
0.29800,0.000,2.158,-2.158,12.000,0.219,0.473,-2.5581,1.2543,18.7239,0.1833
0.29805,0.000,2.157,-2.157,12.000,0.220,0.473,-2.5457,1.2536,18.7270,0.1832
0.29810,0.000,2.157,-2.157,12.000,0.221,0.474,-2.5332,1.2528,18.7302,0.1831
0.29815,0.000,2.156,-2.156,12.000,0.221,0.474,-2.5208,1.2520,18.7333,0.1830
0.29820,0.000,2.155,-2.155,12.000,0.222,0.474,-2.5083,1.2510,18.7365,0.1828
0.29825,0.000,2.154,-2.154,12.000,0.223,0.474,-2.4959,1.2499,18.7396,0.1827
0.29830,0.000,2.153,-2.153,12.000,0.224,0.475,-2.4835,1.2487,18.7427,0.1826
0.29835,0.000,2.151,-2.151,12.000,0.225,0.475,-2.4710,1.2474,18.7459,0.1825
0.29840,0.000,2.150,-2.150,12.000,0.225,0.475,-2.4587,1.2460,18.7490,0.1823
0.29845,0.000,2.148,-2.148,12.000,0.226,0.475,-2.4463,1.2445,18.7522,0.1822
0.29850,0.000,2.146,-2.146,12.000,0.227,0.476,-2.4339,1.2429,18.7553,0.1821
0.29855,0.000,2.143,-2.144,12.000,0.228,0.476,-2.4215,1.2411,18.7584,0.1820
0.29860,0.000,2.141,-2.141,12.000,0.229,0.476,-2.4092,1.2393,18.7616,0.1818
0.29865,0.000,2.139,-2.139,12.000,0.230,0.477,-2.3969,1.2374,18.7647,0.1817
0.29870,0.000,2.136,-2.136,12.000,0.231,0.477,-2.3846,1.2354,18.7679,0.1816
0.29875,0.000,2.133,-2.133,12.000,0.231,0.477,-2.3723,1.2333,18.7710,0.1815
0.29880,0.000,2.130,-2.130,12.000,0.232,0.477,-2.3601,1.2311,18.7742,0.1814
0.29885,0.000,2.126,-2.126,12.000,0.233,0.478,-2.3478,1.2287,18.7773,0.1813
0.29890,0.000,2.123,-2.123,12.000,0.234,0.478,-2.3356,1.2263,18.7804,0.1811
0.29895,0.000,2.119,-2.119,12.000,0.235,0.478,-2.3234,1.2238,18.7836,0.1810
0.29900,0.000,2.116,-2.116,12.000,0.236,0.479,-2.3113,1.2212,18.7867,0.1809
0.29905,0.000,2.112,-2.112,12.000,0.237,0.479,-2.2991,1.2185,18.7899,0.1808
0.29910,0.000,2.107,-2.107,12.000,0.238,0.479,-2.2870,1.2157,18.7930,0.1807
0.29915,0.000,2.103,-2.103,12.000,0.239,0.480,-2.2749,1.2128,18.7961,0.1806
0.29920,0.000,2.099,-2.099,12.000,0.240,0.480,-2.2629,1.2098,18.7993,0.1804
0.29925,0.000,2.094,-2.094,12.000,0.241,0.480,-2.2509,1.2067,18.8024,0.1803
0.29930,0.000,2.089,-2.089,12.000,0.242,0.481,-2.2389,1.2035,18.8056,0.1802
0.29935,0.000,2.084,-2.084,12.000,0.243,0.481,-2.2269,1.2003,18.8087,0.1801
0.29940,0.000,2.079,-2.079,12.000,0.244,0.481,-2.2150,1.1969,18.8119,0.1800
0.29945,0.000,2.074,-2.074,12.000,0.245,0.482,-2.2031,1.1935,18.8150,0.1799
0.29950,0.000,2.068,-2.068,12.000,0.246,0.482,-2.1913,1.1899,18.8181,0.1798
0.29955,0.000,2.063,-2.063,12.000,0.248,0.483,-2.1794,1.1863,18.8213,0.1797
0.29960,0.000,2.057,-2.057,12.000,0.249,0.483,-2.1676,1.1826,18.8244,0.1796
0.29965,0.000,2.051,-2.051,12.000,0.250,0.483,-2.1559,1.1788,18.8276,0.1794
0.29970,0.000,2.045,-2.045,12.000,0.251,0.484,-2.1442,1.1749,18.8307,0.1793
0.29975,0.000,2.039,-2.039,12.000,0.252,0.484,-2.1325,1.1709,18.8338,0.1792
0.29980,0.000,2.032,-2.032,12.000,0.253,0.484,-2.1209,1.1669,18.8370,0.1791
0.29985,0.000,2.026,-2.026,12.000,0.254,0.485,-2.1093,1.1627,18.8401,0.1790
0.29990,0.000,2.019,-2.019,12.000,0.255,0.485,-2.0977,1.1585,18.8433,0.1789
0.29995,0.000,2.012,-2.012,12.000,0.256,0.485,-2.0862,1.1542,18.8464,0.1788
0.30000,0.000,2.005,-2.005,12.000,0.257,0.486,-2.0748,1.1498,18.8496,0.1787
0.30005,0.000,1.998,-1.998,1.200,1.207,8.633,-2.0634,0.7491,18.8527,0.1786
0.30010,-0.359,1.585,-1.226,1.200,1.214,8.633,-2.0559,0.3496,18.8558,0.1785
0.30015,-0.717,1.173,-0.456,1.200,1.221,8.633,-2.0525,-0.0485,18.8590,0.1784
0.30020,-1.073,0.762,0.311,1.200,1.220,0.167,-2.0531,-0.0114,18.8621,0.1783
0.30025,-1.007,0.775,0.232,1.200,1.219,0.167,-2.0533,0.0257,18.8653,0.1782
0.30030,-0.940,0.788,0.153,1.200,1.217,-0.573,-2.0531,0.1005,18.8684,0.1781
0.30035,-0.837,0.837,0.000,1.200,1.216,0.952,-2.0522,0.0970,18.8715,0.1780
0.30040,-0.811,0.811,0.000,1.200,1.216,0.952,-2.0513,0.0935,18.8747,0.1779
0.30045,-0.784,0.784,0.000,1.200,1.215,0.952,-2.0504,0.0900,18.8778,0.1778
0.30050,-0.757,0.757,0.000,1.200,1.215,0.952,-2.0496,0.0865,18.8810,0.1777
0.30055,-0.731,0.731,0.000,1.200,1.214,0.952,-2.0488,0.0831,18.8841,0.1776
0.30060,-0.705,0.705,0.000,1.200,1.214,0.952,-2.0481,0.0797,18.8873,0.1775
0.30065,-0.678,0.678,0.000,1.200,1.213,0.952,-2.0474,0.0763,18.8904,0.1774
0.30070,-0.652,0.652,0.000,1.200,1.213,0.951,-2.0467,0.0730,18.8935,0.1773
0.30075,-0.626,0.626,0.000,1.200,1.212,0.951,-2.0460,0.0697,18.8967,0.1772
0.30080,-0.600,0.600,0.000,1.200,1.211,0.951,-2.0454,0.0664,18.8998,0.1771
0.30085,-0.573,0.573,0.000,1.200,1.211,0.951,-2.0448,0.0632,18.9030,0.1770
0.30090,-0.547,0.547,0.000,1.200,1.210,0.951,-2.0443,0.0599,18.9061,0.1769
0.30095,-0.521,0.521,0.000,1.200,1.210,0.951,-2.0438,0.0568,18.9092,0.1768
0.30100,-0.496,0.496,0.000,1.200,1.209,0.951,-2.0433,0.0536,18.9124,0.1767
0.30105,-0.470,0.470,0.000,1.200,1.209,0.951,-2.0428,0.0505,18.9155,0.1766
0.30110,-0.444,0.444,0.000,1.200,1.208,0.951,-2.0424,0.0474,18.9187,0.1764
0.30115,-0.418,0.418,0.000,1.200,1.208,0.951,-2.0420,0.0443,18.9218,0.1763
0.30120,-0.393,0.393,0.000,1.200,1.207,0.951,-2.0416,0.0413,18.9250,0.1762
0.30125,-0.367,0.367,0.000,1.200,1.207,0.951,-2.0413,0.0383,18.9281,0.1761
0.30130,-0.342,0.342,0.000,1.200,1.206,0.951,-2.0410,0.0353,18.9312,0.1760
0.30135,-0.316,0.316,0.000,1.200,1.206,0.951,-2.0407,0.0323,18.9344,0.1759
0.30140,-0.291,0.291,0.000,1.200,1.205,0.951,-2.0405,0.0294,18.9375,0.1758
0.30145,-0.266,0.266,0.000,1.200,1.205,0.951,-2.0403,0.0265,18.9407,0.1757
0.30150,-0.240,0.240,0.000,1.200,1.204,0.951,-2.0401,0.0236,18.9438,0.1756
0.30155,-0.215,0.215,0.000,1.200,1.204,0.951,-2.0399,0.0208,18.9469,0.1755
0.30160,-0.190,0.190,0.000,1.200,1.203,0.951,-2.0398,0.0180,18.9501,0.1754
0.30165,-0.165,0.165,0.000,1.200,1.203,0.951,-2.0397,0.0152,18.9532,0.1753
0.30170,-0.140,0.140,0.000,1.200,1.202,0.951,-2.0396,0.0125,18.9564,0.1752
0.30175,-0.115,0.115,0.000,1.200,1.202,0.951,-2.0396,0.0097,18.9595,0.1751
0.30180,-0.091,0.091,0.000,1.200,1.201,0.951,-2.0396,0.0071,18.9627,0.1750
0.30185,-0.066,0.066,0.000,1.200,1.201,0.951,-2.0396,0.0044,18.9658,0.1749
0.30190,-0.041,0.041,0.000,1.200,1.200,0.951,-2.0396,0.0017,18.9689,0.1748
0.30195,-0.016,0.016,0.000,1.200,1.200,0.951,-2.0397,-0.0009,18.9721,0.1747
0.30200,0.008,-0.008,0.000,1.200,1.199,0.951,-2.0398,-0.0034,18.9752,0.1746
0.30205,0.033,-0.033,0.000,1.200,1.199,0.952,-2.0399,-0.0060,18.9784,0.1745
0.30210,0.057,-0.057,0.000,1.200,1.198,0.952,-2.0400,-0.0085,18.9815,0.1744
0.30215,0.081,-0.081,0.000,1.200,1.198,0.952,-2.0402,-0.0110,18.9846,0.1743
0.30220,0.106,-0.106,0.000,1.200,1.197,0.952,-2.0404,-0.0135,18.9878,0.1742
0.30225,0.130,-0.130,0.000,1.200,1.197,0.952,-2.0406,-0.0160,18.9909,0.1741
0.30230,0.154,-0.154,0.000,1.200,1.196,0.952,-2.0408,-0.0184,18.9941,0.1740
0.30235,0.178,-0.178,0.000,1.200,1.196,0.952,-2.0411,-0.0208,18.9972,0.1739
0.30240,0.202,-0.202,0.000,1.200,1.195,0.952,-2.0414,-0.0231,19.0004,0.1738
0.30245,0.226,-0.226,0.000,1.200,1.195,0.952,-2.0417,-0.0255,19.0035,0.1737
0.30250,0.250,-0.250,0.000,1.200,1.195,0.952,-2.0420,-0.0278,19.0066,0.1736
0.30255,0.274,-0.274,0.000,1.200,1.194,0.952,-2.0424,-0.0301,19.0098,0.1735
0.30260,0.298,-0.298,0.000,1.200,1.194,0.953,-2.0427,-0.0323,19.0129,0.1734
0.30265,0.322,-0.322,0.000,1.200,1.193,0.953,-2.0432,-0.0346,19.0161,0.1733
0.30270,0.345,-0.345,0.000,1.200,1.193,0.953,-2.0436,-0.0368,19.0192,0.1732
0.30275,0.369,-0.369,0.000,1.200,1.192,0.953,-2.0440,-0.0389,19.0223,0.1731
0.30280,0.393,-0.393,0.000,1.200,1.192,0.953,-2.0445,-0.0411,19.0255,0.1730
0.30285,0.416,-0.416,0.000,1.200,1.191,0.953,-2.0450,-0.0432,19.0286,0.1729
0.30290,0.439,-0.439,0.000,1.200,1.191,0.953,-2.0455,-0.0453,19.0318,0.1728
0.30295,0.463,-0.463,0.000,1.200,1.190,0.953,-2.0460,-0.0474,19.0349,0.1727
0.30300,0.486,-0.486,0.000,1.200,1.190,0.954,-2.0466,-0.0494,19.0381,0.1726
0.30305,0.509,-0.509,0.000,1.200,1.189,0.954,-2.0472,-0.0515,19.0412,0.1725
0.30310,0.533,-0.533,0.000,1.200,1.189,0.954,-2.0477,-0.0535,19.0443,0.1724
0.30315,0.556,-0.556,0.000,1.200,1.188,0.954,-2.0484,-0.0554,19.0475,0.1723
0.30320,0.579,-0.579,0.000,1.200,1.188,0.954,-2.0490,-0.0574,19.0506,0.1722
0.30325,0.602,-0.602,0.000,1.200,1.188,0.954,-2.0496,-0.0593,19.0538,0.1721
0.30330,0.625,-0.625,0.000,1.200,1.187,0.954,-2.0503,-0.0612,19.0569,0.1720
0.30335,0.648,-0.648,0.000,1.200,1.187,0.955,-2.0510,-0.0631,19.0600,0.1719
0.30340,0.670,-0.670,0.000,1.200,1.186,0.955,-2.0517,-0.0649,19.0632,0.1718
0.30345,0.693,-0.693,0.000,1.200,1.186,0.955,-2.0525,-0.0667,19.0663,0.1716
0.30350,0.716,-0.716,0.000,1.200,1.185,0.955,-2.0532,-0.0685,19.0695,0.1715
0.30355,0.739,-0.739,0.000,1.200,1.185,0.955,-2.0540,-0.0703,19.0726,0.1714
0.30360,0.761,-0.761,0.000,1.200,1.184,0.955,-2.0547,-0.0720,19.0758,0.1713
0.30365,0.784,-0.784,0.000,1.200,1.184,0.956,-2.0555,-0.0737,19.0789,0.1712
0.30370,0.806,-0.806,0.000,1.200,1.183,0.956,-2.0564,-0.0754,19.0820,0.1711
0.30375,0.829,-0.829,0.000,1.200,1.183,0.956,-2.0572,-0.0771,19.0852,0.1710
0.30380,0.851,-0.851,0.000,1.200,1.183,0.956,-2.0580,-0.0788,19.0883,0.1709
0.30385,0.873,-0.873,0.000,1.200,1.182,0.956,-2.0589,-0.0804,19.0915,0.1708
0.30390,0.896,-0.896,0.000,1.200,1.182,0.957,-2.0598,-0.0820,19.0946,0.1707
0.30395,0.918,-0.918,0.000,1.200,1.181,0.957,-2.0607,-0.0835,19.0977,0.1706
0.30400,0.940,-0.940,0.000,1.200,1.181,0.957,-2.0616,-0.0851,19.1009,0.1705
0.30405,0.962,-0.962,0.000,1.200,1.180,0.957,-2.0625,-0.0866,19.1040,0.1704
0.30410,0.984,-0.984,0.000,1.200,1.180,0.957,-2.0635,-0.0881,19.1072,0.1703
0.30415,1.006,-1.006,0.000,1.200,1.179,0.958,-2.0644,-0.0896,19.1103,0.1702
0.30420,1.028,-1.028,0.000,1.200,1.179,0.958,-2.0654,-0.0910,19.1134,0.1701
0.30425,1.050,-1.050,0.000,1.200,1.179,0.958,-2.0664,-0.0925,19.1166,0.1700
0.30430,1.071,-1.071,0.000,1.200,1.178,0.958,-2.0674,-0.0939,19.1197,0.1699
0.30435,1.093,-1.093,0.000,1.200,1.178,0.958,-2.0684,-0.0952,19.1229,0.1698
0.30440,1.115,-1.115,0.000,1.200,1.177,0.959,-2.0695,-0.0966,19.1260,0.1697
0.30445,1.137,-1.137,0.000,1.200,1.177,0.959,-2.0705,-0.0979,19.1292,0.1696
0.30450,1.158,-1.158,0.000,1.200,1.176,0.959,-2.0716,-0.0992,19.1323,0.1695
0.30455,1.180,-1.180,0.000,1.200,1.176,0.959,-2.0726,-0.1005,19.1354,0.1694
0.30460,1.201,-1.201,0.000,1.200,1.176,0.959,-2.0737,-0.1018,19.1386,0.1693
0.30465,1.222,-1.222,0.000,1.200,1.175,0.960,-2.0748,-0.1030,19.1417,0.1692
0.30470,1.244,-1.244,0.000,1.200,1.175,0.960,-2.0759,-0.1042,19.1449,0.1691
0.30475,1.265,-1.265,0.000,1.200,1.174,0.960,-2.0771,-0.1054,19.1480,0.1690
0.30480,1.286,-1.286,0.000,1.200,1.174,0.960,-2.0782,-0.1066,19.1511,0.1689
0.30485,1.308,-1.308,0.000,1.200,1.173,0.961,-2.0793,-0.1077,19.1543,0.1688
0.30490,1.329,-1.329,0.000,1.200,1.173,0.961,-2.0805,-0.1088,19.1574,0.1687
0.30495,1.350,-1.350,0.000,1.200,1.173,0.961,-2.0817,-0.1099,19.1606,0.1685
0.30500,1.371,-1.371,0.000,1.200,1.172,0.961,-2.0828,-0.1110,19.1637,0.1684
0.30505,1.392,-1.392,0.000,1.200,1.172,0.962,-2.0840,-0.1120,19.1669,0.1683
0.30510,1.413,-1.413,0.000,1.200,1.171,0.962,-2.0852,-0.1131,19.1700,0.1682
0.30515,1.434,-1.434,0.000,1.200,1.171,0.962,-2.0864,-0.1141,19.1731,0.1681
0.30520,1.454,-1.454,0.000,1.200,1.170,0.962,-2.0876,-0.1150,19.1763,0.1680
0.30525,1.475,-1.475,0.000,1.200,1.170,0.963,-2.0889,-0.1160,19.1794,0.1679
0.30530,1.496,-1.496,0.000,1.200,1.170,0.963,-2.0901,-0.1169,19.1826,0.1678
0.30535,1.517,-1.517,0.000,1.200,1.169,0.963,-2.0914,-0.1179,19.1857,0.1677
0.30540,1.537,-1.537,0.000,1.200,1.169,0.963,-2.0926,-0.1187,19.1888,0.1676
0.30545,1.558,-1.558,0.000,1.200,1.168,0.964,-2.0939,-0.1196,19.1920,0.1675
0.30550,1.578,-1.578,0.000,1.200,1.168,0.964,-2.0952,-0.1205,19.1951,0.1674
0.30555,1.599,-1.599,0.000,1.200,1.168,0.964,-2.0964,-0.1213,19.1983,0.1673
0.30560,1.619,-1.619,0.000,1.200,1.167,0.964,-2.0977,-0.1221,19.2014,0.1672
0.30565,1.639,-1.639,0.000,1.200,1.167,0.965,-2.0990,-0.1229,19.2046,0.1671
0.30570,1.660,-1.660,0.000,1.200,1.166,0.965,-2.1003,-0.1236,19.2077,0.1670
0.30575,1.680,-1.680,0.000,1.200,1.166,0.965,-2.1017,-0.1244,19.2108,0.1669
0.30580,1.700,-1.700,0.000,1.200,1.166,0.965,-2.1030,-0.1251,19.2140,0.1668
0.30585,1.720,-1.720,0.000,1.200,1.165,0.966,-2.1043,-0.1258,19.2171,0.1667
0.30590,1.740,-1.740,0.000,1.200,1.165,0.966,-2.1057,-0.1264,19.2203,0.1666
0.30595,1.761,-1.761,0.000,1.200,1.164,0.966,-2.1070,-0.1271,19.2234,0.1665
0.30600,1.781,-1.781,0.000,1.200,1.164,0.966,-2.1083,-0.1277,19.2265,0.1664
0.30605,1.800,-1.800,0.000,1.200,1.164,0.967,-2.1097,-0.1283,19.2297,0.1662
0.30610,1.820,-1.820,0.000,1.200,1.163,0.967,-2.1111,-0.1289,19.2328,0.1661
0.30615,1.840,-1.840,0.000,1.200,1.163,0.967,-2.1124,-0.1294,19.2360,0.1660
0.30620,1.860,-1.860,0.000,1.200,1.162,0.968,-2.1138,-0.1300,19.2391,0.1659
0.30625,1.880,-1.880,0.000,1.200,1.162,0.968,-2.1152,-0.1305,19.2423,0.1658
0.30630,1.900,-1.900,0.000,1.200,1.162,0.968,-2.1166,-0.1310,19.2454,0.1657
0.30635,1.919,-1.919,0.000,1.200,1.161,0.968,-2.1180,-0.1315,19.2485,0.1656
0.30640,1.939,-1.939,0.000,1.200,1.161,0.969,-2.1193,-0.1319,19.2517,0.1655
0.30645,1.958,-1.958,0.000,1.200,1.160,0.969,-2.1207,-0.1324,19.2548,0.1654
0.30650,1.978,-1.978,0.000,1.200,1.160,0.969,-2.1221,-0.1328,19.2580,0.1653
0.30655,1.997,-1.997,0.000,1.200,1.160,0.969,-2.1236,-0.1332,19.2611,0.1652
0.30660,2.017,-2.017,0.000,1.200,1.159,0.970,-2.1250,-0.1335,19.2642,0.1651
0.30665,2.036,-2.036,0.000,1.200,1.159,0.970,-2.1264,-0.1339,19.2674,0.1650
0.30670,2.056,-2.056,0.000,1.200,1.159,0.970,-2.1278,-0.1342,19.2705,0.1649
0.30675,2.075,-2.075,0.000,1.200,1.158,0.971,-2.1292,-0.1345,19.2737,0.1648
0.30680,2.094,-2.094,0.000,1.200,1.158,0.971,-2.1306,-0.1348,19.2768,0.1647
0.30685,2.113,-2.113,0.000,1.200,1.157,0.971,-2.1321,-0.1350,19.2800,0.1645
