time,ia,ib,ic,vthev_a,v_a,v_n,omega,torque,theta_elec,theta_mech
0.27445,-4.6220,5.9691,-1.3471,11.5413,11.6340,12.1409,1.7905,0.4811,17.2442,0.2365
0.27450,-4.6353,5.9585,-1.3232,11.5421,11.6350,12.1418,1.7952,0.4794,17.2473,0.2366
0.27455,-4.6484,5.9478,-1.2993,11.5428,11.6361,12.1426,1.7999,0.4777,17.2505,0.2367
0.27460,-4.6616,5.9370,-1.2754,11.5436,11.6371,12.1434,1.8045,0.4760,17.2536,0.2368
0.27465,-4.6746,5.9262,-1.2515,11.5444,11.6382,12.1443,1.8092,0.4743,17.2568,0.2369
0.27470,-4.6877,5.9153,-1.2276,11.5452,11.6392,12.1451,1.8138,0.4727,17.2599,0.2370
0.27475,-4.7007,5.9044,-1.2037,11.5460,11.6402,12.1459,1.8184,0.4710,17.2631,0.2371
0.27480,-4.7136,5.8934,-1.1798,11.5468,11.6413,12.1467,1.8230,0.4692,17.2662,0.2372
0.27485,-4.7265,5.8823,-1.1559,11.5476,11.6424,12.1475,1.8276,0.4675,17.2693,0.2373
0.27490,-4.7393,5.8712,-1.1319,11.5484,11.6434,12.1484,1.8321,0.4658,17.2725,0.2373
0.27495,-4.7521,5.8601,-1.1080,11.5492,11.6445,12.1492,1.8367,0.4641,17.2756,0.2374
0.27500,-4.7648,5.8488,-1.0840,11.5500,11.6455,12.1500,1.8412,0.4624,17.2788,0.2375
0.27505,-4.7775,5.8375,-1.0600,11.5492,11.6450,12.1492,1.8457,0.4607,17.2819,0.2376
0.27510,-4.7902,5.8262,-1.0360,11.5484,11.6444,12.1484,1.8502,0.4590,17.2850,0.2377
0.27515,-4.8028,5.8148,-1.0121,11.5476,11.6439,12.1475,1.8547,0.4573,17.2882,0.2378
0.27520,-4.8153,5.8033,-0.9881,11.5468,11.6433,12.1467,1.8591,0.4556,17.2913,0.2379
0.27525,-4.8278,5.7918,-0.9641,11.5460,11.6428,12.1459,1.8636,0.4538,17.2945,0.2380
0.27530,-4.8402,5.7803,-0.9400,11.5452,11.6422,12.1451,1.8680,0.4521,17.2976,0.2381
0.27535,-4.8526,5.7686,-0.9160,11.5444,11.6417,12.1442,1.8724,0.4504,17.3008,0.2382
0.27540,-4.8649,5.7569,-0.8920,11.5436,11.6412,12.1434,1.8768,0.4487,17.3039,0.2383
0.27545,-4.8772,5.7452,-0.8680,11.5428,11.6406,12.1426,1.8811,0.4469,17.3070,0.2384
0.27550,-4.8894,5.7334,-0.8439,11.5421,11.6401,12.1418,1.8855,0.4452,17.3102,0.2385
0.27555,-4.9016,5.7215,-0.8199,11.5413,11.6396,12.1409,1.8898,0.4435,17.3133,0.2386
0.27560,-4.9138,5.7096,-0.7959,11.5405,11.6390,12.1401,1.8941,0.4418,17.3165,0.2387
0.27565,-4.9258,5.6976,-0.7718,11.5398,11.6385,12.1393,1.8984,0.4400,17.3196,0.2387
0.27570,-4.9379,5.6856,-0.7477,11.5390,11.6380,12.1384,1.9027,0.4383,17.3227,0.2388
0.27575,-4.9498,5.6735,-0.7237,11.5383,11.6375,12.1376,1.9070,0.4365,17.3259,0.2389
0.27580,-4.9618,5.6614,-0.6996,11.5375,11.6370,12.1368,1.9112,0.4348,17.3290,0.2390
0.27585,-4.9736,5.6492,-0.6755,11.5368,11.6365,12.1359,1.9154,0.4331,17.3322,0.2391
0.27590,-4.9855,5.6369,-0.6515,11.5360,11.6360,12.1351,1.9197,0.4313,17.3353,0.2392
0.27595,-4.9972,5.6246,-0.6274,11.5353,11.6355,12.1342,1.9239,0.4296,17.3384,0.2393
0.27600,-5.0089,5.6122,-0.6033,11.5346,11.6350,12.1334,1.9280,0.4278,17.3416,0.2394
0.27605,-5.0206,5.5998,-0.5792,11.5339,11.6345,12.1326,1.9322,0.4261,17.3447,0.2395
0.27610,-5.0322,5.5873,-0.5551,11.5331,11.6340,12.1317,1.9363,0.4243,17.3479,0.2396
0.27615,-5.0438,5.5748,-0.5310,11.5324,11.6335,12.1309,1.9405,0.4226,17.3510,0.2397
0.27620,-5.0553,5.5622,-0.5069,11.5317,11.6330,12.1300,1.9446,0.4208,17.3542,0.2398
0.27625,-5.0667,5.5495,-0.4828,11.5310,11.6326,12.1292,1.9486,0.4191,17.3573,0.2399
0.27630,-5.0781,5.5368,-0.4587,11.5303,11.6321,12.1283,1.9527,0.4173,17.3604,0.2400
0.27635,-5.0894,5.5241,-0.4346,11.5296,11.6316,12.1275,1.9568,0.4156,17.3636,0.2401
0.27640,-5.1007,5.5113,-0.4105,11.5289,11.6312,12.1266,1.9608,0.4138,17.3667,0.2402
0.27645,-5.1120,5.4984,-0.3864,11.5282,11.6307,12.1257,1.9648,0.4120,17.3699,0.2403
0.27650,-5.1231,5.4855,-0.3623,11.5275,11.6302,12.1249,1.9688,0.4103,17.3730,0.2404
0.27655,-5.1343,5.4725,-0.3382,11.5269,11.6298,12.1240,1.9728,0.4085,17.3761,0.2405
0.27660,-5.1453,5.4595,-0.3141,11.5262,11.6293,12.1232,1.9768,0.4068,17.3793,0.2406
0.27665,-5.1564,5.4464,-0.2900,11.5255,11.6289,12.1223,1.9807,0.4050,17.3824,0.2407
0.27670,-5.1673,5.4332,-0.2659,11.5249,11.6284,12.1214,1.9847,0.4032,17.3856,0.2408
0.27675,-5.1782,5.4200,-0.2418,11.5242,11.6280,12.1206,1.9886,0.4014,17.3887,0.2409
0.27680,-5.1891,5.4068,-0.2177,11.5236,11.6276,12.1197,1.9925,0.3997,17.3919,0.2410
0.27685,-5.1999,5.3935,-0.1936,11.5229,11.6271,12.1189,1.9963,0.3979,17.3950,0.2411
0.27690,-5.2106,5.3801,-0.1695,11.5223,11.6267,12.1180,2.0002,0.3961,17.3981,0.2412
0.27695,-5.2213,5.3667,-0.1453,11.5216,11.6263,12.1171,2.0040,0.3943,17.4013,0.2413
0.27700,-5.2320,5.3532,-0.1212,11.5210,11.6258,12.1163,2.0079,0.3926,17.4044,0.2414
0.27705,-5.2426,5.3397,-0.0971,11.5204,11.6254,12.1154,2.0117,0.3908,17.4076,0.2415
0.27710,-5.2531,5.3261,-0.0730,11.5197,11.6250,12.1145,2.0155,0.3890,17.4107,0.2416
0.27715,-5.2635,5.3125,-0.0489,11.5191,11.6246,12.1136,2.0192,0.3872,17.4138,0.2417
0.27720,-5.2740,5.2988,-0.0248,11.5185,11.6242,12.1128,2.0230,0.3854,17.4170,0.2418
0.27725,-5.2843,5.2851,-0.0007,11.5179,11.6238,12.1119,2.0267,0.3837,17.4201,0.2419
0.27730,-5.2946,5.2713,0.0234,11.5173,11.6234,12.1110,2.0304,0.3819,17.4233,0.2420
0.27735,-5.3049,5.2574,0.0474,11.5167,11.6230,12.1101,2.0341,0.3801,17.4264,0.2421
0.27740,-5.3151,5.2435,0.0715,11.5161,11.6226,12.1093,2.0378,0.3783,17.4296,0.2422
0.27745,-5.3252,5.2296,0.0956,11.5155,11.6222,12.1084,2.0415,0.3765,17.4327,0.2423
0.27750,-5.3353,5.2156,0.1197,11.5149,11.6218,12.1075,2.0451,0.3747,17.4358,0.2424
0.27755,-5.3453,5.2015,0.1438,11.5143,11.6214,12.1066,2.0487,0.3729,17.4390,0.2425
0.27760,-5.3553,5.1874,0.1678,11.5137,11.6210,12.1057,2.0524,0.3711,17.4421,0.2426
0.27765,-5.3652,5.1733,0.1919,11.5132,11.6207,12.1049,2.0559,0.3693,17.4453,0.2427
0.27770,-5.3750,5.1591,0.2160,11.5126,11.6203,12.1040,2.0595,0.3675,17.4484,0.2428
0.27775,-5.3848,5.1448,0.2400,11.5120,11.6199,12.1031,2.0631,0.3658,17.4515,0.2429
0.27780,-5.3946,5.1305,0.2641,11.5115,11.6196,12.1022,2.0666,0.3640,17.4547,0.2430
0.27785,-5.4042,5.1161,0.2881,11.5109,11.6192,12.1013,2.0701,0.3622,17.4578,0.2431
0.27790,-5.4139,5.1017,0.3122,11.5104,11.6188,12.1004,2.0736,0.3604,17.4610,0.2432
0.27795,-5.4234,5.0872,0.3362,11.5098,11.6185,12.0995,2.0771,0.3586,17.4641,0.2433
0.27800,-5.4330,5.0727,0.3602,11.5093,11.6181,12.0987,2.0806,0.3567,17.4673,0.2434
0.27805,-5.4424,5.0581,0.3843,11.5088,11.6178,12.0978,2.0840,0.3549,17.4704,0.2435
0.27810,-5.4518,5.0435,0.4083,11.5082,11.6174,12.0969,2.0874,0.3531,17.4735,0.2436
0.27815,-5.4611,5.0288,0.4323,11.5077,11.6171,12.0960,2.0909,0.3513,17.4767,0.2437
0.27820,-5.4704,5.0141,0.4563,11.5072,11.6168,12.0951,2.0943,0.3495,17.4798,0.2439
0.27825,-5.4796,4.9993,0.4803,11.5067,11.6164,12.0942,2.0976,0.3477,17.4830,0.2440
0.27830,-5.4888,4.9845,0.5043,11.5062,11.6161,12.0933,2.1010,0.3459,17.4861,0.2441
0.27835,-5.4979,4.9696,0.5283,11.5056,11.6158,12.0924,2.1043,0.3441,17.4892,0.2442
0.27840,-5.5070,4.9547,0.5522,11.5051,11.6155,12.0915,2.1076,0.3423,17.4924,0.2443
0.27845,-5.5159,4.9397,0.5762,11.5047,11.6152,12.0906,2.1109,0.3405,17.4955,0.2444
0.27850,-5.5249,4.9247,0.6002,11.5042,11.6148,12.0897,2.1142,0.3387,17.4987,0.2445
0.27855,-5.5337,4.9096,0.6241,11.5037,11.6145,12.0888,2.1175,0.3368,17.5018,0.2446
0.27860,-5.5426,4.8945,0.6481,11.5032,11.6142,12.0879,2.1207,0.3350,17.5050,0.2447
0.27865,-5.5513,4.8793,0.6720,11.5027,11.6139,12.0870,2.1240,0.3332,17.5081,0.2448
0.27870,-5.5600,4.8641,0.6959,11.5022,11.6136,12.0861,2.1272,0.3314,17.5112,0.2449
0.27875,-5.5687,4.8488,0.7198,11.5018,11.6133,12.0852,2.1304,0.3296,17.5144,0.2450
0.27880,-5.5772,4.8335,0.7437,11.5013,11.6130,12.0843,2.1335,0.3278,17.5175,0.2451
0.27885,-5.5858,4.8181,0.7676,11.5009,11.6127,12.0834,2.1367,0.3259,17.5207,0.2452
0.27890,-5.5942,4.8027,0.7915,11.5004,11.6125,12.0825,2.1398,0.3241,17.5238,0.2453
0.27895,-5.6026,4.7873,0.8154,11.5000,11.6122,12.0816,2.1430,0.3223,17.5269,0.2454
0.27900,-5.6110,4.7717,0.8392,11.4995,11.6119,12.0807,2.1461,0.3205,17.5301,0.2456
0.27905,-5.6192,4.7562,0.8631,11.4991,11.6116,12.0798,2.1491,0.3186,17.5332,0.2457
0.27910,-5.6275,4.7406,0.8869,11.4987,11.6114,12.0789,2.1522,0.3168,17.5364,0.2458
0.27915,-5.6356,4.7249,0.9107,11.4982,11.6111,12.0779,2.1553,0.3150,17.5395,0.2459
0.27920,-5.6437,4.7092,0.9345,11.4978,11.6108,12.0770,2.1583,0.3132,17.5427,0.2460
0.27925,-5.6518,4.6934,0.9584,11.4974,11.6106,12.0761,2.1613,0.3113,17.5458,0.2461
0.27930,-5.6598,4.6776,0.9821,11.4970,11.6103,12.0752,2.1643,0.3095,17.5489,0.2462
0.27935,-5.6677,4.6618,1.0059,11.4966,11.6101,12.0743,2.1673,0.3077,17.5521,0.2463
0.27940,-5.6755,4.6459,1.0297,11.4962,11.6098,12.0734,2.1702,0.3058,17.5552,0.2464
0.27945,-5.6833,4.6299,1.0534,11.4958,11.6096,12.0725,2.1732,0.3040,17.5584,0.2465
0.27950,-5.6911,4.6139,1.0772,11.4954,11.6094,12.0716,2.1761,0.3022,17.5615,0.2466
0.27955,-5.6988,4.5979,1.1009,11.4950,11.6091,12.0706,2.1790,0.3003,17.5646,0.2467
0.27960,-5.7064,4.5818,1.1246,11.4946,11.6089,12.0697,2.1819,0.2985,17.5678,0.2469
0.27965,-5.7140,4.5656,1.1483,11.4942,11.6087,12.0688,2.1847,0.2967,17.5709,0.2470
0.27970,-5.7215,4.5495,1.1720,11.4939,11.6084,12.0679,2.1876,0.2948,17.5741,0.2471
0.27975,-5.7289,4.5332,1.1957,11.4935,11.6082,12.0670,2.1904,0.2930,17.5772,0.2472
0.27980,-5.7363,4.5170,1.2193,11.4931,11.6080,12.0661,2.1932,0.2912,17.5804,0.2473
0.27985,-5.7436,4.5006,1.2430,11.4928,11.6078,12.0651,2.1960,0.2893,17.5835,0.2474
0.27990,-5.7509,4.4843,1.2666,11.4924,11.6076,12.0642,2.1988,0.2875,17.5866,0.2475
0.27995,-5.7580,4.4679,1.2902,11.4921,11.6074,12.0633,2.2015,0.2857,17.5898,0.2476
0.28000,-5.7652,4.4514,1.3138,11.4917,11.6072,12.0624,2.2042,0.2838,17.5929,0.2477
0.28005,-5.7723,4.4349,1.3374,11.4914,11.6070,12.0615,2.2070,0.2820,17.5961,0.2478
0.28010,-5.7793,4.4183,1.3609,11.4911,11.6068,12.0605,2.2097,0.2801,17.5992,0.2479
0.28015,-5.7862,4.4017,1.3845,11.4907,11.6066,12.0596,2.2123,0.2783,17.6023,0.2481
0.28020,-5.7931,4.3851,1.4080,11.4904,11.6064,12.0587,2.2150,0.2764,17.6055,0.2482
0.28025,-5.7999,4.3684,1.4315,11.4901,11.6062,12.0578,2.2176,0.2746,17.6086,0.2483
0.28030,-5.8067,4.3517,1.4550,11.4898,11.6061,12.0568,2.2203,0.2728,17.6118,0.2484
0.28035,-5.8134,4.3349,1.4785,11.4895,11.6059,12.0559,2.2229,0.2709,17.6149,0.2485
0.28040,-5.8201,4.3181,1.5020,11.4892,11.6057,12.0550,2.2255,0.2691,17.6180,0.2486
0.28045,-5.8266,4.3012,1.5254,11.4889,11.6056,12.0541,2.2280,0.2672,17.6212,0.2487
0.28050,-5.8332,4.2843,1.5488,11.4886,11.6054,12.0531,2.2306,0.2654,17.6243,0.2488
0.28055,-5.8396,4.2674,1.5722,11.4883,11.6052,12.0522,2.2331,0.2635,17.6275,0.2489
0.28060,-5.8460,4.2504,1.5956,11.4880,11.6051,12.0513,2.2356,0.2617,17.6306,0.2491
0.28065,-5.8524,4.2334,1.6190,11.4878,11.6049,12.0503,2.2381,0.2598,17.6338,0.2492
0.28070,-5.8586,4.2163,1.6424,11.4875,11.6048,12.0494,2.2406,0.2580,17.6369,0.2493
0.28075,-5.8648,4.1992,1.6657,11.4872,11.6046,12.0485,2.2430,0.2561,17.6400,0.2494
0.28080,-5.8710,4.1820,1.6890,11.4870,11.6045,12.0476,2.2455,0.2543,17.6432,0.2495
0.28085,-5.8771,4.1648,1.7123,11.4867,11.6044,12.0466,2.2479,0.2524,17.6463,0.2496
0.28090,-5.8831,4.1475,1.7356,11.4864,11.6042,12.0457,2.2503,0.2506,17.6495,0.2497
0.28095,-5.8891,4.1302,1.7588,11.4862,11.6041,12.0448,2.2527,0.2487,17.6526,0.2498
0.28100,-5.8950,4.1129,1.7821,11.4860,11.6040,12.0438,2.2551,0.2469,17.6558,0.2500
0.28105,-5.9008,4.0955,1.8053,11.4857,11.6039,12.0429,2.2574,0.2450,17.6589,0.2501
0.28110,-5.9066,4.0781,1.8285,11.4855,11.6037,12.0420,2.2597,0.2432,17.6620,0.2502
0.28115,-5.9123,4.0606,1.8517,11.4853,11.6036,12.0410,2.2620,0.2413,17.6652,0.2503
0.28120,-5.9179,4.0431,1.8748,11.4850,11.6035,12.0401,2.2643,0.2395,17.6683,0.2504
0.28125,-5.9235,4.0256,1.8979,11.4848,11.6034,12.0392,2.2666,0.2376,17.6715,0.2505
0.28130,-5.9290,4.0080,1.9211,11.4846,11.6033,12.0382,2.2689,0.2358,17.6746,0.2506
0.28135,-5.9345,3.9903,1.9441,11.4844,11.6032,12.0373,2.2711,0.2339,17.6777,0.2508
0.28140,-5.9399,3.9727,1.9672,11.4842,11.6031,12.0364,2.2733,0.2321,17.6809,0.2509
0.28145,-5.9452,3.9550,1.9903,11.4840,11.6030,12.0354,2.2755,0.2302,17.6840,0.2510
0.28150,-5.9505,3.9372,2.0133,11.4838,11.6029,12.0345,2.2777,0.2283,17.6872,0.2511
0.28155,-5.9557,3.9194,2.0363,11.4836,11.6029,12.0335,2.2798,0.2265,17.6903,0.2512
0.28160,-5.9608,3.9016,2.0593,11.4835,11.6028,12.0326,2.2820,0.2246,17.6934,0.2513
0.28165,-5.9659,3.8837,2.0822,11.4833,11.6027,12.0317,2.2841,0.2228,17.6966,0.2514
0.28170,-5.9709,3.8658,2.1051,11.4831,11.6026,12.0307,2.2862,0.2209,17.6997,0.2516
0.28175,-5.9759,3.8478,2.1281,11.4830,11.6026,12.0298,2.2883,0.2191,17.7029,0.2517
0.28180,-5.9808,3.8298,2.1509,11.4828,11.6025,12.0289,2.2904,0.2172,17.7060,0.2518
0.28185,-5.9856,3.8118,2.1738,11.4826,11.6024,12.0279,2.2924,0.2153,17.7092,0.2519
0.28190,-5.9904,3.7937,2.1966,11.4825,11.6024,12.0270,2.2944,0.2135,17.7123,0.2520
0.28195,-5.9951,3.7756,2.2195,11.4823,11.6023,12.0260,2.2965,0.2116,17.7154,0.2521
0.28200,-5.9997,3.7575,2.2422,11.4822,11.6023,12.0251,2.2985,0.2098,17.7186,0.2522
0.28205,-6.0043,3.7393,2.2650,11.4821,11.6022,12.0242,2.3004,0.2079,17.7217,0.2524
0.28210,-6.0088,3.7211,2.2877,11.4819,11.6022,12.0232,2.3024,0.2060,17.7249,0.2525
0.28215,-6.0132,3.7028,2.3105,11.4818,11.6022,12.0223,2.3043,0.2042,17.7280,0.2526
0.28220,-6.0176,3.6845,2.3331,11.4817,11.6021,12.0213,2.3062,0.2023,17.7311,0.2527
0.28225,-6.0219,3.6661,2.3558,11.4816,11.6021,12.0204,2.3081,0.2005,17.7343,0.2528
0.28230,-6.0262,3.6478,2.3784,11.4815,11.6021,12.0195,2.3100,0.1986,17.7374,0.2529
0.28235,-6.0304,3.6293,2.4011,11.4814,11.6021,12.0185,2.3119,0.1967,17.7406,0.2530
0.28240,-6.0345,3.6109,2.4236,11.4813,11.6020,12.0176,2.3137,0.1949,17.7437,0.2532
0.28245,-6.0386,3.5924,2.4462,11.4812,11.6020,12.0166,2.3156,0.1930,17.7469,0.2533
0.28250,-6.0426,3.5738,2.4687,11.4811,11.6020,12.0157,2.3174,0.1911,17.7500,0.2534
0.28255,-6.0465,3.5553,2.4912,11.4810,11.6020,12.0148,2.3191,0.1893,17.7531,0.2535
0.28260,-6.0504,3.5367,2.5137,11.4809,11.6020,12.0138,2.3209,0.1874,17.7563,0.2536
0.28265,-6.0542,3.5180,2.5362,11.4809,11.6020,12.0129,2.3227,0.1856,17.7594,0.2537
0.28270,-6.0579,3.4993,2.5586,11.4808,11.6020,12.0119,2.3244,0.1837,17.7626,0.2539
0.28275,-6.0616,3.4806,2.5810,11.4807,11.6020,12.0110,2.3261,0.1818,17.7657,0.2540
0.28280,-6.0652,3.4619,2.6033,11.4807,11.6021,12.0100,2.3278,0.1800,17.7688,0.2541
0.28285,-6.0687,3.4431,2.6257,11.4806,11.6021,12.0091,2.3295,0.1781,17.7720,0.2542
0.28290,-6.0722,3.4243,2.6480,11.4806,11.6021,12.0082,2.3311,0.1762,17.7751,0.2543
0.28295,-6.0756,3.4054,2.6703,11.4805,11.6021,12.0072,2.3328,0.1744,17.7783,0.2544
0.28300,-6.0790,3.3865,2.6925,11.4805,11.6021,12.0063,2.3344,0.1725,17.7814,0.2546
0.28305,-6.0823,3.3676,2.7147,11.4805,11.6022,12.0053,2.3360,0.1706,17.7846,0.2547
0.28310,-6.0855,3.3486,2.7369,11.4804,11.6022,12.0044,2.3376,0.1688,17.7877,0.2548
0.28315,-6.0887,3.3296,2.7591,11.4804,11.6023,12.0035,2.3392,0.1669,17.7908,0.2549
0.28320,-6.0918,3.3106,2.7812,11.4804,11.6023,12.0025,2.3407,0.1651,17.7940,0.2550
0.28325,-6.0948,3.2915,2.8033,11.4804,11.6023,12.0016,2.3422,0.1632,17.7971,0.2551
0.28330,-6.0978,3.2724,2.8254,11.4804,11.6024,12.0006,2.3437,0.1613,17.8003,0.2553
0.28335,-6.1007,3.2532,2.8474,11.4804,11.6025,11.9997,2.3452,0.1595,17.8034,0.2554
0.28340,-6.1035,3.2341,2.8695,11.4804,11.6025,11.9987,2.3467,0.1576,17.8065,0.2555
0.28345,-6.1063,3.2148,2.8914,11.4804,11.6026,11.9978,2.3481,0.1557,17.8097,0.2556
0.28350,-6.1090,3.1956,2.9134,11.4804,11.6026,11.9969,2.3496,0.1539,17.8128,0.2557
0.28355,-6.1116,3.1763,2.9353,11.4804,11.6027,11.9959,2.3510,0.1520,17.8160,0.2558
0.28360,-6.1142,3.1570,2.9572,11.4805,11.6028,11.9950,2.3524,0.1501,17.8191,0.2560
0.28365,-6.1167,3.1377,2.9791,11.4805,11.6029,11.9940,2.3538,0.1483,17.8223,0.2561
0.28370,-6.1192,3.1183,3.0009,11.4805,11.6030,11.9931,2.3551,0.1464,17.8254,0.2562
0.28375,-6.1216,3.0989,3.0227,11.4806,11.6030,11.9921,2.3565,0.1445,17.8285,0.2563
0.28380,-6.1239,3.0794,3.0444,11.4806,11.6031,11.9912,2.3578,0.1427,17.8317,0.2564
0.28385,-6.1261,3.0600,3.0662,11.4807,11.6032,11.9903,2.3591,0.1408,17.8348,0.2566
0.28390,-6.1283,3.0405,3.0879,11.4807,11.6033,11.9893,2.3604,0.1389,17.8380,0.2567
0.28395,-6.1304,3.0209,3.1095,11.4808,11.6034,11.9884,2.3616,0.1371,17.8411,0.2568
0.28400,-6.1325,3.0014,3.1311,11.4808,11.6035,11.9874,2.3629,0.1352,17.8442,0.2569
0.28405,-6.1345,2.9817,3.1527,11.4809,11.6036,11.9865,2.3641,0.1333,17.8474,0.2570
0.28410,-6.1364,2.9621,3.1743,11.4810,11.6038,11.9856,2.3653,0.1315,17.8505,0.2571
0.28415,-6.1383,2.9424,3.1958,11.4811,11.6039,11.9846,2.3665,0.1296,17.8537,0.2573
0.28420,-6.1401,2.9228,3.2173,11.4812,11.6040,11.9837,2.3677,0.1277,17.8568,0.2574
0.28425,-6.1418,2.9030,3.2388,11.4812,11.6041,11.9827,2.3689,0.1259,17.8600,0.2575
0.28430,-6.1435,2.8833,3.2602,11.4813,11.6042,11.9818,2.3700,0.1240,17.8631,0.2576
0.28435,-6.1451,2.8635,3.2816,11.4814,11.6044,11.9808,2.3711,0.1221,17.8662,0.2577
0.28440,-6.1466,2.8437,3.3030,11.4816,11.6045,11.9799,2.3722,0.1203,17.8694,0.2579
0.28445,-6.1481,2.8238,3.3243,11.4817,11.6047,11.9790,2.3733,0.1184,17.8725,0.2580
0.28450,-6.1495,2.8039,3.3456,11.4818,11.6048,11.9780,2.3743,0.1166,17.8757,0.2581
0.28455,-6.1509,2.7840,3.3668,11.4819,11.6049,11.9771,2.3754,0.1147,17.8788,0.2582
0.28460,-6.1521,2.7641,3.3880,11.4820,11.6051,11.9762,2.3764,0.1128,17.8819,0.2583
0.28465,-6.1533,2.7441,3.4092,11.4822,11.6053,11.9752,2.3774,0.1110,17.8851,0.2584
0.28470,-6.1545,2.7241,3.4304,11.4823,11.6054,11.9743,2.3784,0.1091,17.8882,0.2586
0.28475,-6.1556,2.7041,3.4515,11.4824,11.6056,11.9733,2.3794,0.1072,17.8914,0.2587
0.28480,-6.1566,2.6840,3.4726,11.4826,11.6057,11.9724,2.3803,0.1054,17.8945,0.2588
0.28485,-6.1575,2.6639,3.4936,11.4827,11.6059,11.9715,2.3812,0.1035,17.8977,0.2589
0.28490,-6.1584,2.6438,3.5146,11.4829,11.6061,11.9705,2.3822,0.1016,17.9008,0.2590
0.28495,-6.1592,2.6237,3.5356,11.4831,11.6063,11.9696,2.3830,0.0998,17.9039,0.2592
0.28500,-6.1600,2.6035,3.5565,11.4832,11.6064,11.9686,2.3839,0.0979,17.9071,0.2593
0.28505,-6.1607,2.5833,3.5774,11.4834,11.6066,11.9677,2.3848,0.0960,17.9102,0.2594
0.28510,-6.1613,2.5631,3.5982,11.4836,11.6068,11.9668,2.3856,0.0942,17.9134,0.2595
0.28515,-6.1619,2.5428,3.6190,11.4838,11.6070,11.9658,2.3864,0.0923,17.9165,0.2596
0.28520,-6.1624,2.5226,3.6398,11.4840,11.6072,11.9649,2.3872,0.0905,17.9196,0.2598
0.28525,-6.1628,2.5023,3.6605,11.4841,11.6074,11.9640,2.3880,0.0886,17.9228,0.2599
0.28530,-6.1632,2.4819,3.6812,11.4843,11.6076,11.9630,2.3888,0.0867,17.9259,0.2600
0.28535,-6.1635,2.4616,3.7019,11.4846,11.6078,11.9621,2.3895,0.0849,17.9291,0.2601
0.28540,-6.1637,2.4412,3.7225,11.4848,11.6080,11.9612,2.3902,0.0830,17.9322,0.2602
0.28545,-6.1639,2.4208,3.7431,11.4850,11.6083,11.9602,2.3909,0.0811,17.9354,0.2604
0.28550,-6.1640,2.4003,3.7637,11.4852,11.6085,11.9593,2.3916,0.0793,17.9385,0.2605
0.28555,-6.1640,2.3799,3.7842,11.4854,11.6087,11.9583,2.3923,0.0774,17.9416,0.2606
0.28560,-6.1640,2.3594,3.8046,11.4856,11.6089,11.9574,2.3930,0.0756,17.9448,0.2607
0.28565,-6.1639,2.3388,3.8251,11.4859,11.6092,11.9565,2.3936,0.0737,17.9479,0.2608
0.28570,-6.1638,2.3183,3.8454,11.4861,11.6094,11.9556,2.3942,0.0718,17.9511,0.2610
0.28575,-6.1635,2.2977,3.8658,11.4864,11.6096,11.9546,2.3948,0.0700,17.9542,0.2611
0.28580,-6.1632,2.2771,3.8861,11.4866,11.6099,11.9537,2.3954,0.0681,17.9573,0.2612
0.28585,-6.1629,2.2565,3.9064,11.4869,11.6101,11.9528,2.3959,0.0663,17.9605,0.2613
0.28590,-6.1625,2.2359,3.9266,11.4871,11.6104,11.9518,2.3965,0.0644,17.9636,0.2614
0.28595,-6.1620,2.2152,3.9468,11.4874,11.6106,11.9509,2.3970,0.0625,17.9668,0.2616
0.28600,-6.1614,2.1945,3.9669,11.4877,11.6109,11.9500,2.3975,0.0607,17.9699,0.2617
0.28605,-6.1608,2.1738,3.9870,11.4879,11.6111,11.9490,2.3980,0.0588,17.9731,0.2618
0.28610,-6.1602,2.1531,4.0071,11.4882,11.6114,11.9481,2.3984,0.0570,17.9762,0.2619
0.28615,-6.1594,2.1323,4.0271,11.4885,11.6117,11.9472,2.3989,0.0551,17.9793,0.2620
0.28620,-6.1586,2.1115,4.0471,11.4888,11.6119,11.9463,2.3993,0.0532,17.9825,0.2622
0.28625,-6.1577,2.0907,4.0670,11.4891,11.6122,11.9453,2.3997,0.0514,17.9856,0.2623
0.28630,-6.1568,2.0699,4.0869,11.4894,11.6125,11.9444,2.4001,0.0495,17.9888,0.2624
0.28635,-6.1558,2.0490,4.1068,11.4897,11.6128,11.9435,2.4005,0.0477,17.9919,0.2625
0.28640,-6.1547,2.0282,4.1266,11.4900,11.6131,11.9426,2.4008,0.0458,17.9950,0.2626
0.28645,-6.1536,2.0073,4.1463,11.4903,11.6134,11.9416,2.4012,0.0439,17.9982,0.2628
0.28650,-6.1524,1.9863,4.1661,11.4906,11.6137,11.9407,2.4015,0.0421,18.0013,0.2629
0.28655,-6.1511,1.9654,4.1857,11.4910,11.6140,11.9398,2.4018,0.0402,18.0045,0.2630
0.28660,-6.1498,1.9444,4.2054,11.4913,11.6143,11.9389,2.4020,0.0384,18.0076,0.2631
0.28665,-6.1484,1.9234,4.2250,11.4916,11.6146,11.9379,2.4023,0.0365,18.0108,0.2632
0.28670,-6.1470,1.9024,4.2445,11.4920,11.6149,11.9370,2.4025,0.0347,18.0139,0.2634
0.28675,-6.1454,1.8814,4.2640,11.4923,11.6152,11.9361,2.4028,0.0328,18.0170,0.2635
0.28680,-6.1439,1.8604,4.2835,11.4927,11.6155,11.9352,2.4030,0.0310,18.0202,0.2636
